Original Dist1 [id: 0]	
0.575786	1.17033
2.03356	-0.982978
1.03348	2.21354
3.06558	0.560185
2.0275	-0.315926
1.15256	2.01873
0.690835	0.87332
-1.43936	0.792431
-1.39773	1.69764
0.248325	1.78304
3.35077	2.36516
0.698652	3.24185
0.313739	1.13967
0.794592	0.935822
1.08329	0.332354
1.32985	1.7995
1.06889	0.524816
1.5156	0.808886
-1.26804	2.07193
1.60762	2.7125
0.0874524	-0.102579
1.6062	1.13665
0.156525	1.71643
1.49635	2.49539
0.839062	2.28729
0.835732	2.14038
2.8866	0.157863
1.11835	0.97197
2.55685	0.954728
0.486876	0.73555
1.05993	2.01637
0.321621	-0.492405
0.378475	0.274278
1.62399	-0.240006
1.53327	0.386332
0.171634	3.93156
0.586743	-0.672261
0.603345	0.217134
0.16051	1.47191
1.30147	1.12524
1.52563	2.22959
0.0697971	1.54838
1.57087	0.657572
0.204527	2.16439
1.69282	2.52299
-0.303987	1.41559
0.987997	1.75723
0.103797	-0.908841
-0.731458	1.5548
0.577785	1.62681
1.29786	1.83741
0.108699	-0.274402
2.34003	1.29892
2.28013	-0.0352671
0.173021	0.754793
1.08946	0.714921
1.87864	0.246709
0.98633	0.105051
1.72352	1.56783
-0.177528	1.59583
1.05044	0.533053
-0.658217	-0.131205
0.0710406	1.51072
0.769896	1.93333
0.613346	2.13061
2.3062	1.33545
-0.117658	0.478375
1.12469	1.12816
2.32839	0.803802
-0.382814	3.15804
-0.87012	-1.12892
0.639143	1.74193
0.62971	0.434638
0.537058	0.910557
1.59967	3.06234
0.677428	1.0076
1.6683	1.13591
-1.58605	0.643401
0.0939652	0.60971
0.171838	1.9007
1.04667	1.79479
2.97419	0.0226517
1.59123	1.73111
2.19952	-0.660441
-0.423458	1.61334
2.2458	0.891447
0.239344	2.36147
1.29323	1.94803
2.50034	2.27323
0.0739986	2.5226
0.603222	1.00205
1.46106	0.443412
0.981892	-0.0085372
0.900749	1.23842
0.151817	0.558687
-0.0408333	1.42004
1.12645	-0.750217
0.89273	1.00483
0.464455	0.98654
-2.49155	2.23379
0.839462	1.1742
0.221803	0.982685
1.13757	1.08568
-0.2652	0.947963
1.37182	-0.00270071
-1.72366	3.13742
0.461237	0.408781
0.792339	0.271071
0.834312	1.60447
-0.165117	0.865277
-0.0410207	1.44645
1.21537	0.711505
3.26577	1.43332
1.52527	1.37537
1.97358	1.9922
2.69503	1.28975
1.11669	0.263285
2.17999	2.58794
0.00758274	2.01398
2.5121	1.78781
0.233222	0.473853
0.691165	1.37707
2.29163	0.875611
2.18407	0.840491
0.448037	1.86927
1.49226	1.87249
-0.669682	1.75288
1.79134	0.556128
1.09791	1.19978
1.36458	1.77257
1.21403	0.0130448
0.773655	1.0501
-0.447145	-0.455937
1.57754	1.14142
-0.538792	0.522775
0.155268	1.93129
2.20097	-0.625675
1.54537	1.52534
-0.334784	2.73259
2.12961	1.11732
2.69114	-0.167703
-1.4108	-0.978737
1.93446	2.08749
0.935857	1.89217
1.38213	0.350606
0.179772	1.5476
1.21549	0.686232
1.19678	-0.20281
1.91323	1.40842
0.23629	-0.565384
1.36321	1.28382
0.860391	1.77587
-0.789476	2.1901
0.960391	0.420373
0.758838	1.72539
1.59926	-0.203339
1.97895	-0.141049
0.984502	2.31814
-0.983214	1.02187
3.17995	0.527814
0.253451	0.784206
1.76667	1.52219
1.75544	1.10991
-0.453036	-0.208113
1.3172	0.891774
1.47658	-0.0961566
0.862596	2.81651
1.74634	2.87798
0.891095	-0.148766
2.22594	0.321726
0.273129	0.984048
-0.539353	0.805269
1.42296	0.589183
-1.20898	0.337619
1.029	2.01369
1.44429	-0.896264
0.701579	2.78417
0.605178	0.768604
0.702857	-0.460117
0.705334	1.52849
-0.240947	0.136745
1.85511	0.3078
1.30063	1.33048
0.717875	0.527362
1.04943	0.776339
0.702048	2.113
0.681209	0.200279
-0.585314	1.48384
0.902058	1.75972
1.03693	1.14886
1.38794	-2.18174
1.22248	1.09274
0.324601	-0.656951
1.88768	0.638458
-0.208797	1.22421
1.15295	1.06496
0.0103262	0.273634
0.56082	1.66997
0.829095	2.01734
1.76084	-0.214579
-0.270241	0.322864
0.345314	1.14756
2.41722	1.4357
-0.234598	0.908298
0.892676	1.90974
0.638702	0.841904
1.84471	0.827287
-0.153499	-1.18051
1.6652	-0.579181
0.473783	1.93326
-0.16902	1.49421
1.55461	0.454168
1.28581	-0.1586
0.466471	0.811133
0.920982	0.053285
-0.155052	0.611276
1.47028	0.189924
1.28777	-0.277947
0.650541	0.396313
-0.477424	2.48241
2.44354	0.563081
0.94338	1.51484
0.467438	0.335788
1.23314	3.47024
0.19769	0.637836
-0.733333	1.89951
1.38969	2.10631
2.32913	1.8503
1.64552	0.483243
0.0275665	0.460509
1.86021	0.926283
-0.0569171	1.56438
0.371589	0.600464
1.52089	1.14823
1.37579	0.560198
0.992598	1.09924
1.80717	1.55346
0.834489	0.456279
1.44345	0.121909
2.01579	0.0584016
0.264783	0.568115
0.567621	-1.52345
2.70937	2.02169
3.02031	0.962625
0.916421	0.31354
-0.00329642	1.82314
-0.0341534	2.33582
0.265275	1.76891
0.901814	1.7574
1.90854	0.520623
0.149095	1.12658
0.856827	0.804499
0.686058	1.09926
1.92996	2.15338
0.348238	1.74268
0.337037	-0.314797
2.42011	1.91477
-0.879145	2.74439
0.607431	0.4433
-0.498472	1.27908
2.1644	-0.134467
1.48212	1.96254
1.34218	2.36261
0.557887	1.96396
1.70525	1.02766
1.99757	0.859111
2.79026	0.771294
0.283598	2.76596
1.30695	-0.260569
1.80737	3.65276
-0.227635	0.597026
0.710766	1.95718
0.545391	-0.32418
1.78692	0.640865
0.257811	0.286159
-0.186211	3.54909
0.488638	1.97533
0.310508	-0.135734
1.72343	1.48849
1.03406	0.588632
-0.73712	1.00517
0.286564	1.41096
0.390202	0.459672
0.424346	1.83053
2.28489	0.26464
1.13406	0.114857
2.55203	0.771103
-0.26735	0.296396
0.754223	1.27367
2.92305	2.6958
-1.16837	-0.984997
0.52485	-0.808422
0.264439	2.02911
1.03218	1.1742
0.874325	1.07307
1.43413	2.18816
0.523394	0.188076
0.139483	1.47491
1.6052	0.112573
1.09196	-0.824761
1.88824	0.563026
-0.511505	1.93649
1.24323	0.883403
1.89171	1.01194
-0.122276	1.02616
0.0255141	0.996336
-0.0168895	1.22449
-1.00023	2.15058
1.09159	0.94353
0.56346	-0.770234
0.516928	0.511861
2.34549	-0.376707
1.61948	0.434264
3.28761	2.61414
-0.530916	0.542953
-0.413311	2.07166
0.528796	-0.231847
0.138546	1.87579
1.24404	2.57675
0.753147	0.327557
1.91345	0.961568
0.965462	0.646844
1.07179	0.13997
1.76787	1.61214
-0.613699	1.12143
0.0840613	1.6252
0.683988	0.292231
0.423077	2.08913
-0.51109	-0.77417
1.30213	1.06224
1.30649	2.3992
2.83404	1.42685
1.06668	1.38942
2.23092	-0.413256
1.58098	0.952943
2.25915	0.51158
3.23349	3.01227
2.23259	1.09739
0.76816	0.232837
1.6161	0.50343
-0.750313	1.53743
1.11287	2.72706
0.163642	-0.360836
0.420837	1.75692
0.536804	2.3974
1.33443	0.0298397
3.62647	1.21023
0.21634	1.32245
2.05517	1.70287
1.17539	1.1078
1.71786	0.98893
-0.369027	0.0931627
0.973953	1.84736
0.815674	0.799826
2.92641	-0.181225
1.68956	2.4833
0.836649	-1.14086
2.00092	0.412426
0.294467	0.979994
0.685708	0.95258
1.27803	-0.441506
1.54079	0.464545
-0.050996	-0.752581
1.98802	0.807281
1.29928	-0.504363
-0.746304	2.00358
1.83551	-0.921212
1.52374	0.580996
0.0266052	0.808912
1.41375	0.60179
0.30938	1.82358
0.681947	1.49848
1.91663	0.416364
-0.0690174	-0.132945
0.142585	1.11855
1.54944	0.505034
2.18225	0.82267
-0.8804	-0.728143
0.1783	1.21117
1.55176	1.95334
1.04384	-0.10384
-0.257946	-1.6487
0.188151	0.487256
-0.611122	-0.256201
0.961658	0.286139
1.82318	0.664527
0.395747	0.943761
-0.510751	0.328468
1.42287	-0.441323
-0.571387	1.34305
1.15171	2.84029
1.42324	0.58274
0.690046	1.78673
0.362423	1.8618
2.81309	0.573416
0.349235	0.389511
1.11292	1.01944
0.110413	1.86904
1.57761	0.695897
1.53941	0.68458
0.292837	1.93126
0.960477	1.41613
1.00047	-0.429157
2.48693	0.120701
0.00593602	1.48981
1.4416	1.13259
0.460527	1.98971
1.21261	0.284979
0.115267	1.53544
2.4057	0.526624
0.849882	0.246453
0.839723	1.72516
2.74502	-0.00452707
-0.526028	1.61811
1.3344	-0.712589
-0.127293	0.971344
0.15492	0.878801
1.85862	-0.308403
1.00889	1.46771
-0.265164	0.706763
-0.455174	-0.0447512
-0.476081	2.24955
0.2261	0.520552
0.0768306	2.33233
1.28396	0.737904
2.39768	0.960346
1.27037	-0.483071
-1.16127	0.581932
1.42912	0.905777
1.15805	0.648742
0.975284	-0.487947
2.09459	3.05273
0.00586543	1.03307
2.24103	1.68381
0.0656916	1.00817
1.49028	1.07264
0.192516	0.472716
2.20407	0.942721
-0.460191	2.12803
0.413295	0.590075
0.399697	1.64672
0.713863	1.19391
-0.283054	0.0200553
0.317661	-0.940523
2.07555	0.944792
1.29619	-0.915466
0.937483	0.594237
0.663234	0.575647
-0.862576	0.583548
1.2744	0.908893
-0.0990991	1.68122
0.834116	0.0587795
2.12636	1.26674
0.377762	1.09194
1.68098	0.924575
1.05358	-0.0787547
0.617078	1.49384
1.07321	0.206222
-0.260195	1.66714
2.75833	1.68399
0.758722	1.95053
1.73444	0.11581
-0.0772143	1.9923
0.937914	1.52514
0.25164	1.59496
-0.623993	1.48079
1.28357	0.435332
0.994004	1.72203
3.70944	3.06318
0.0230008	3.24503
1.2155	1.76114
1.19822	1.21027
1.16517	0.0753064
2.16233	1.0829
2.8081	0.683256
0.810094	0.980514
0.922537	0.63703
0.442596	0.424551
1.66574	2.54918
2.1484	-0.351077
1.84937	1.7049
2.3095	2.33473
0.307189	1.50452
-0.446681	1.40732
2.87834	-0.101618
-0.416482	-1.08986
0.800621	1.16328
2.11853	0.925798
-0.0443121	0.985459
0.418893	-0.149359
1.20294	1.10337
0.720629	2.12459
2.56695	0.619876
2.01341	2.70864
-0.0263468	0.106723
2.63461	1.23537
1.73946	0.0427828
0.515678	0.373115
-0.147569	0.2321
1.85172	-1.13979
1.43584	1.1824
0.631831	0.880953
1.36384	0.500851
3.14635	0.514781
-1.22934	1.93092
1.49002	0.691914
0.585341	0.0788679
1.28337	2.78943
0.424852	1.74276
2.72097	-0.0602238
4.20265	0.933333
0.359767	0.742235
2.57302	1.14611
1.33672	-0.042535
0.368014	-0.495497
1.57764	0.579193
1.90594	0.146425
2.07418	-0.277001
1.65654	1.35752
1.89556	0.567285
3.21351	1.75989
0.481659	2.24496
1.21217	0.1579
0.973119	0.435114
-1.53843	2.86639
1.35679	2.29973
0.439585	-1.05644
0.686993	1.84163
0.237105	0.498901
-0.418217	1.47125
0.113157	0.922782
1.10702	-0.341063
0.991034	-0.496233
-0.0177171	1.84026
1.95366	0.0961618
2.36975	1.19644
2.12063	1.43866
0.885931	0.093925
2.10018	1.93586
1.99306	1.55705
0.385613	-0.65298
0.79682	0.957722
1.62555	3.89269
-0.104316	1.69124
0.298067	1.03649
2.47716	0.558171
1.03012	0.367687
2.67675	0.515014
1.55328	1.24643
1.28239	0.810642
0.684516	0.0838902
1.21029	2.22671
0.848234	-0.757529
0.638503	-0.0597356
1.12186	0.300076
0.539048	1.356
0.935666	1.85621
1.0142	0.592564
3.12065	0.309918
0.470071	0.728041
-0.504824	2.67025
0.0520639	1.18934
-0.38311	0.360383
1.45705	2.13653
1.16456	-1.02864
0.341016	2.31396
0.222961	2.64367
-0.0984073	1.68087
1.22661	0.422794
1.28801	1.04727
0.426894	0.00649935
0.235038	-0.510811
1.4435	1.2503
-0.806178	1.109
0.680212	0.539141
1.04062	0.272356
0.856174	1.35453
1.64767	0.648173
0.747326	1.08779
0.659842	0.410707
0.971534	1.3529
-0.220443	1.54959
-0.308454	2.4901
2.3734	1.10413
1.10879	1.00702
0.860061	2.14578
1.29424	-0.495155
0.9028	0.851439
1.73242	0.2871
1.21377	1.14794
1.0619	0.889723
0.535423	0.293923
1.81665	-2.48169
0.631743	-0.465897
1.68408	1.75238
1.01624	1.70217
2.7349	0.644719
1.23593	1.20289
-0.155051	0.882575
1.57663	1.96825
1.18325	0.0501604
1.24862	0.62902
0.253042	0.368296
0.215592	0.168375
-0.11407	0.532575
2.15466	-0.0149465
-0.330613	1.30374
1.26997	0.779094
1.27792	1.79446
2.62154	0.353895
1.81175	0.990906
0.231304	0.5016
1.19401	2.00244
1.3484	0.248817
1.0913	1.53708
2.17125	-0.183122
-1.03997	1.59456
-0.134045	2.38192
1.3842	2.17408
0.767094	0.791952
3.12811	2.80207
3.66087	1.66342
1.1276	1.60454
2.09312	1.64268
1.71616	1.88963
0.292274	1.93416
-0.981301	1.15906
1.54246	-0.210189
0.614331	1.27906
1.45759	0.566495
0.381785	0.710127
-0.980532	1.04
0.0503244	0.770424
0.350611	1.58604
1.64088	3.25661
-0.214744	-1.7744
-0.878612	0.92263
1.45274	-0.0272819
0.468344	-0.556126
0.229529	2.34377
-0.189761	1.27468
-0.834542	0.949372
0.278231	-0.466229
1.15547	1.38823
2.14473	1.11762
0.974781	1.79132
1.28576	0.323803
1.45549	1.12624
0.251132	0.0707271
1.19125	0.0754381
1.20167	0.84549
1.52692	0.34405
0.0203676	-1.43074
0.7205	2.29763
1.6389	0.280419
-0.432322	-0.199542
1.60089	2.67278
0.998708	0.531581
1.06863	2.65709
1.70463	2.02085
0.629867	2.03726
1.00575	1.63581
0.8553	1.83058
1.25036	1.48415
1.12373	1.62244
0.383667	0.824379
1.23285	-1.27666
1.15161	1.37223
0.760991	0.992336
0.911847	0.745226
3.49508	0.479888
-0.164115	1.18051
