Original Dist2 [id: 1]	
4.21369	2.76527
2.01121	3.2526
2.45193	2.75418
5.15214	3.10574
5.16814	5.37876
5.19431	4.41364
3.44925	6.06676
4.08287	3.80542
4.95943	3.72636
2.93208	1.69186
2.90291	5.27816
3.5308	4.74451
5.90293	2.66259
5.59342	5.07072
3.50093	5.19279
2.26979	3.76732
3.69712	3.52292
4.5946	4.53443
3.51384	3.47035
4.77451	1.22498
2.90507	3.99082
5.81907	4.15459
5.15178	2.44635
4.31995	4.90512
4.27123	5.67727
4.65489	5.06511
3.64366	4.62279
1.6287	4.28334
1.86537	4.85367
4.10882	5.36306
3.27631	2.2591
3.68738	3.04627
4.09386	3.81884
4.20218	4.30714
5.00262	3.80149
2.82579	3.96082
4.23686	4.06673
5.23701	3.99193
4.1101	4.40778
4.17951	6.14463
4.14613	2.94474
2.81096	3.46039
3.49236	3.01961
5.51957	4.7251
2.62309	3.90022
3.25062	3.84119
3.61842	2.34231
5.13523	5.14532
2.59948	4.74052
3.54292	3.30648
5.50761	6.56356
3.52541	6.34951
3.19482	4.01921
3.95163	3.25609
3.13252	4.73171
3.6286	3.22613
4.52927	3.06989
4.2707	4.87157
4.68766	4.27401
5.62443	3.9783
3.9102	4.49355
4.70242	3.25306
3.78001	4.50415
5.71985	4.95396
3.85668	5.8014
3.32826	4.0039
5.21831	5.14945
5.86201	4.31413
3.8306	3.65775
2.61951	3.78293
3.83548	4.43714
4.98717	5.13591
5.28437	4.0069
4.56595	6.20516
5.08627	6.34503
3.43861	4.17015
4.44717	3.64893
2.47802	4.11338
5.24703	5.10785
2.92474	3.74553
4.37066	4.53044
3.53005	3.94843
3.94211	2.90253
2.61825	3.5253
3.50102	3.35436
4.48105	3.21543
5.03028	5.57825
3.39835	3.74268
6.26628	3.0696
3.47282	4.17786
3.86883	4.28538
3.88446	5.06424
3.91525	2.20814
4.55019	3.73917
4.37532	4.36383
3.69907	2.62758
4.64763	3.10125
5.56941	2.83121
5.2719	4.05032
3.43481	3.99221
4.79371	1.41699
4.87648	3.37843
3.80621	3.73429
4.37819	3.14558
3.01184	3.92155
4.40497	3.85049
3.77367	4.73935
4.45794	4.61958
2.66375	3.82964
5.24662	3.9402
3.55303	2.92954
5.9254	3.28661
4.7	4.32426
3.43095	4.21458
5.2302	1.43749
4.37189	3.12809
5.30385	4.4939
3.62589	2.90385
3.91617	5.7887
3.87242	2.86789
4.18609	4.27078
3.67234	1.59963
4.6036	3.42365
4.04184	3.39845
5.53237	5.70523
3.60254	2.63056
3.90442	4.11848
2.4948	6.57095
5.42611	3.71095
4.39084	5.43572
5.0706	3.50895
4.16922	3.88719
3.10529	2.9795
3.26008	4.1036
4.94007	3.13214
3.64386	3.15975
6.27851	4.67417
4.66154	4.74919
4.90228	4.58043
4.02278	4.03163
2.62696	6.59118
3.26224	4.70063
4.02033	3.90076
5.82601	4.8242
2.8252	2.9863
4.41144	4.89817
3.55952	4.95281
2.57485	2.47405
3.16093	5.63355
3.49929	3.48351
4.07658	4.27858
4.62557	3.81979
3.90367	4.63789
4.90362	2.21511
6.13885	3.93125
2.74772	5.80166
2.78263	3.29893
3.64117	4.54631
4.61128	5.19616
3.19954	3.00967
4.75998	3.12515
3.16821	3.93556
3.52907	4.46123
4.49483	4.53275
2.90921	3.85947
5.76832	3.96159
3.69255	4.12435
4.36904	2.99362
3.79844	3.11283
2.75368	1.53727
4.34734	3.75046
2.27947	5.1066
2.34925	3.36856
1.97931	3.36623
5.47709	4.36182
3.64507	4.39666
5.57069	3.67146
5.37073	4.77314
5.53756	4.81492
4.99107	1.82878
5.03978	3.16639
3.65693	3.76875
4.17745	5.52284
4.95854	3.44522
3.80781	4.57658
4.08458	4.42067
3.85699	3.0196
4.16979	4.76623
3.93548	5.44521
3.29857	4.20952
3.21464	3.83169
4.01361	1.63197
3.48219	3.10454
2.38155	5.23651
4.21465	5.62192
3.98961	2.29437
4.90718	3.51762
3.81955	3.93402
3.93415	2.69777
5.21844	3.58581
3.63748	2.63248
3.23677	2.84358
3.19734	3.2337
3.96659	2.74848
5.28783	4.92912
4.33202	4.54962
2.90982	4.22981
3.18576	3.62078
6.65081	3.13712
4.29721	3.9141
3.85724	6.39827
4.56348	5.46218
3.50177	3.45729
3.64006	3.13651
4.2258	2.97929
2.00287	2.83835
2.47906	4.92189
4.99352	2.98726
4.72813	4.5423
4.00608	3.00882
5.39626	3.43986
2.50609	3.82211
1.68371	4.8519
2.96809	4.23216
5.4201	5.83006
4.72644	2.76054
4.25557	4.07608
2.72688	2.78348
3.06677	4.51289
3.49272	3.33894
3.92135	0.863225
4.87838	4.53026
2.78593	4.23135
3.17108	2.33608
5.29564	3.79752
5.56391	2.81828
6.53807	4.16847
2.9902	3.60514
5.78448	5.07395
3.61647	3.11098
5.98466	4.77713
3.66004	5.6351
3.75738	4.2941
2.84523	5.01598
3.55299	3.53536
2.97907	2.20851
2.85087	3.39323
4.16229	3.40785
4.41741	5.05883
5.08013	4.34539
3.21226	4.75305
2.94955	5.21311
3.48181	3.70207
3.84205	4.25116
2.99125	4.0832
4.99354	5.1804
3.66848	4.498
2.78194	3.19483
5.11949	3.9935
3.9138	2.8603
4.58534	3.32266
3.90854	4.55857
5.01736	4.51731
4.33099	4.71186
4.26057	4.23487
3.86697	4.3424
4.09525	5.2371
2.55751	2.9337
3.72711	4.45456
5.08271	3.45619
3.4244	3.15448
4.68915	2.87804
1.92011	3.84046
3.77377	5.22117
4.31676	4.64398
6.40338	5.18738
4.85948	3.47372
4.39066	3.288
5.47509	3.51919
4.0122	3.53322
3.93773	3.78374
3.55219	3.97922
5.10678	3.5044
4.71071	3.83271
4.37525	4.92597
3.57508	3.80467
4.15072	4.40346
5.05396	2.97094
4.3513	3.33237
3.74366	3.29966
4.34572	1.61829
4.4981	4.71142
3.33739	2.93678
3.82601	2.86121
4.62136	1.57357
3.66057	3.78806
3.95105	3.62209
4.86239	5.06721
3.86051	2.14776
5.07588	4.05354
3.31772	3.43023
2.99423	4.31743
3.82072	4.66861
3.67389	3.79755
2.98502	2.03387
2.90136	3.32906
4.92136	2.54462
4.36151	4.53264
3.64977	4.58238
2.77873	3.86761
3.36704	2.68749
3.57731	4.08894
5.44988	4.16597
3.66369	2.24695
3.10768	2.33636
3.34606	3.43842
4.00176	4.09292
3.30485	3.06288
3.53562	3.11016
3.14409	3.2947
2.20646	1.44482
3.502	4.34826
3.37279	3.13329
3.62496	3.27052
4.8043	3.55943
2.13074	3.59527
3.41336	3.0661
2.65159	5.53855
2.91521	4.96338
5.96288	5.14797
3.50831	2.88424
2.58869	4.46568
5.26397	2.40444
3.00341	4.18106
4.32052	3.80353
4.4852	4.45942
3.04699	6.02387
5.01656	4.41461
2.95297	3.74684
4.21582	3.6967
4.82345	4.1943
3.83054	3.19396
3.66284	4.13323
5.38388	4.41683
4.97938	3.61709
3.66374	4.71355
2.14691	4.54388
3.57548	4.23281
1.70228	4.13412
3.19478	3.37151
3.68752	3.01946
4.53152	3.18514
3.34377	3.14852
4.05978	3.56076
3.80239	4.51308
4.93667	5.23301
4.32883	5.41313
5.60905	3.44205
3.18293	2.75601
2.88966	3.83939
3.93928	5.21186
4.64618	3.20262
4.15843	3.90981
5.05082	5.08343
4.14419	4.76222
3.90303	4.33571
4.48229	2.74007
3.04812	2.71539
4.07477	3.45226
4.87559	3.35647
3.61284	4.66111
4.95834	2.12197
4.44331	4.29044
3.39746	4.31215
5.93772	4.75926
5.28891	4.75863
5.26606	3.5252
5.59561	4.93079
4.45539	1.85373
3.69607	3.10076
4.6527	3.42434
3.67686	4.24465
2.65503	4.47183
4.22652	5.60151
3.29345	2.66129
2.9682	6.03166
4.4348	4.52896
2.86171	5.49811
3.3038	4.75565
4.74461	3.19574
4.73491	5.08164
2.16712	4.21515
4.93796	3.01189
4.55128	3.98967
3.90465	3.77872
2.52129	3.34436
4.34838	2.80542
4.7147	4.14159
3.64306	2.88217
3.40502	3.6126
4.6392	3.88035
4.66527	5.03077
4.60092	4.04578
4.71997	3.0223
3.89984	4.4974
3.81018	2.87518
4.15102	3.17524
3.77458	2.66885
4.60823	4.10345
3.21757	3.95487
4.14219	3.60991
2.89482	4.55005
4.05905	5.27783
2.4664	4.61001
3.17022	3.90378
3.58151	3.79647
5.04779	4.51398
4.49046	5.59688
4.3862	4.28035
3.89215	3.54584
3.32415	4.30535
3.24383	3.51953
3.81961	5.16266
3.18301	6.86595
3.75376	3.71919
2.90771	5.74102
3.88244	3.65125
3.24113	3.9688
3.49361	3.82684
4.0827	3.00348
3.96287	4.72092
3.96389	3.29464
4.56868	3.87807
3.62294	3.37859
2.81991	2.97577
3.70795	2.96913
5.21826	4.07721
4.4964	4.34994
3.75521	4.22223
4.17066	3.82451
5.47276	3.90932
3.08876	4.23819
5.05151	3.72934
3.11295	4.28138
2.0108	3.96444
3.46985	5.26007
3.75025	5.25899
3.42357	2.83458
4.61908	4.48923
3.98099	3.7307
4.22831	2.75841
4.42552	4.96463
2.37639	4.03362
4.16002	4.00638
3.8424	4.87536
5.79405	5.71381
3.5911	3.56838
5.23228	4.2591
4.11981	5.13574
4.37569	4.15809
3.05191	3.77149
3.96185	6.86781
4.44818	3.90592
5.56693	3.92239
4.90277	6.75492
3.21992	3.59318
4.19152	4.26349
3.3051	4.71665
4.66818	4.08522
3.11398	4.89336
2.95528	4.20499
4.17274	5.25207
4.74247	2.98531
4.87782	4.33628
3.46744	5.77888
3.60898	4.19698
4.00959	3.34712
3.19789	4.55126
3.73407	2.75746
4.26858	3.7923
4.6988	3.83665
3.96016	3.7744
5.31596	2.17221
3.21133	3.82137
3.39142	3.02497
4.17618	3.30956
3.33506	5.58838
3.42319	3.9829
4.37471	2.66411
4.17757	4.13951
4.30489	6.06542
3.44842	6.05372
4.23677	3.5086
4.56851	5.42367
3.65113	5.07867
4.90323	2.89497
5.42237	4.86704
4.19748	3.85612
5.06671	2.94689
4.71725	4.69239
3.83928	4.44984
3.46139	4.55737
4.40797	3.28279
5.66362	3.61719
4.50598	3.50535
2.54743	2.77811
6.30204	4.39107
4.60607	5.04113
5.08765	3.11656
5.04581	4.8772
3.8675	4.44024
5.13062	4.88923
2.97585	3.95846
4.64194	2.50696
4.03038	2.972
3.34828	3.84377
4.4715	5.76351
4.33421	4.30876
5.06025	4.39875
5.21888	3.73198
3.92247	5.27918
3.79774	3.20833
4.50938	2.56516
2.85556	3.13555
4.57467	5.23163
4.52842	2.67062
3.98312	4.23122
2.81402	4.43161
3.68003	4.13795
3.38068	2.72224
3.95057	4.23003
3.07133	2.74877
3.45881	3.78691
4.35168	5.43328
3.6398	5.3959
3.75505	4.33336
2.28877	4.73856
2.426	4.89421
5.05078	5.38722
4.32115	2.97263
4.90496	3.31311
4.36554	5.103
5.04184	2.78577
4.27989	2.32527
5.06573	5.97277
3.75869	0.913009
3.78741	3.54546
3.29563	3.88722
5.11734	4.86446
3.85677	5.79908
4.35143	3.55505
4.47334	3.29902
4.66662	4.12153
2.93575	3.56354
3.46065	4.38884
4.61014	3.36653
2.05068	4.935
3.51614	5.0874
4.38425	3.70072
2.11714	2.99934
4.18556	3.27079
2.17102	4.80664
4.20775	3.67485
3.73781	6.38846
4.73646	4.82468
4.27054	4.37129
4.3353	5.48443
5.6417	4.19713
3.28265	4.22277
3.09288	3.1131
3.844	2.52928
2.88957	1.83296
3.51201	4.77365
3.85235	3.63923
2.10212	6.16278
5.809	4.18837
4.23206	3.72614
4.23159	2.84023
4.68108	3.15867
3.9679	3.09163
4.2801	5.20975
3.43342	4.10782
3.12656	3.64803
4.80251	2.71519
5.34358	3.44077
6.26599	3.73335
3.56324	5.3832
3.40685	6.13904
2.08173	3.04593
4.39583	3.74271
5.26572	3.69091
5.00183	3.63499
5.17241	2.49861
4.35878	3.61291
4.54367	4.67593
5.40871	3.75101
4.72962	3.23904
5.15515	5.11054
5.55712	3.44559
5.48258	3.34166
5.94701	3.955
5.10865	4.52627
4.85096	3.34517
4.60659	4.45222
3.46212	3.40879
4.1011	4.82621
3.11585	2.67137
4.24624	4.92695
3.747	2.78577
3.88159	3.02362
3.60276	4.81303
3.42202	4.19911
4.72421	4.04172
2.98443	4.33611
4.07957	3.97053
4.09149	3.912
2.96332	2.83565
3.7371	3.80105
4.14547	3.00638
4.48006	5.79125
4.16869	4.54796
6.11295	3.64087
4.02293	5.20318
4.7972	2.7036
4.71218	6.48298
6.60672	3.97104
4.2976	4.01854
3.44266	4.95102
3.77574	4.91503
6.11389	6.97046
2.7383	4.94912
3.77377	4.91701
4.89093	3.53423
4.5967	3.33899
5.30843	2.47699
2.34718	4.17965
5.95765	4.85562
3.54822	2.61082
3.78365	4.81099
3.86689	4.16786
3.33307	3.85118
4.15175	5.5842
2.31082	4.5563
3.46014	2.56736
3.77638	2.53706
3.04925	4.40195
3.83392	3.92528
4.98337	4.75987
4.16309	3.92855
4.7653	3.67885
4.52242	5.83626
4.13267	2.97904
5.08788	3.79216
2.79007	5.79563
2.81756	3.28522
4.37066	3.21852
4.87087	2.39698
4.25457	3.68621
3.57427	2.98873
5.06254	3.21768
2.36576	3.66576
4.68065	4.25531
3.5402	3.54917
4.05164	3.71261
3.73548	3.83477
5.61738	4.75789
4.4561	3.30112
4.63631	4.46211
4.29739	3.39887
3.03735	2.43166
4.26378	3.25181
4.7692	2.66138
6.39642	3.76481
5.0331	2.82
3.1881	4.49702
5.12521	4.60247
2.84869	4.25281
3.60118	4.72711
3.94204	4.45175
4.30339	3.30207
1.67591	4.0639
4.40588	2.32482
3.22845	3.55381
4.28288	3.8807
4.33724	3.71668
3.93844	3.78557
5.45599	3.12131
1.29854	3.00759
3.23378	4.47117
3.37262	5.14001
3.34081	5.17123
1.72418	4.34423
3.53465	5.38805
3.66526	2.91786
2.5783	3.66648
1.93994	4.75212
5.23393	2.80589
3.25063	3.26732
4.19687	4.65289
3.14454	2.93883
2.90331	4.43491
3.45577	4.34234
2.91647	3.0147
3.53877	4.35626
5.39372	3.38474
3.89944	4.82097
3.2848	3.80516
4.88778	3.10758
3.43667	4.23323
3.22989	5.23059
2.93469	2.66926
5.14878	4.33273
5.05717	4.96212
2.79695	4.0568
3.67506	4.69885
3.3214	4.40605
5.48954	5.08038
4.71716	2.81549
4.37974	4.22277
3.00438	3.55085
3.63867	3.82973
3.47439	5.3299
5.07812	3.21798
3.63385	3.21473
4.12449	3.47778
1.18114	5.78135
3.98781	4.31817
4.40846	2.85501
5.42679	3.12
5.1252	5.17464
4.5258	3.82211
4.54483	4.52926
3.316	5.29521
5.37758	4.44194
5.52207	4.60837
4.74596	5.93129
4.93227	4.24002
3.50564	3.47528
4.70699	4.65538
5.34441	1.79151
4.42163	4.48637
3.63847	2.37712
4.55377	5.99708
3.23509	5.48222
3.57536	3.05507
3.63962	5.23166
3.74968	2.7108
5.08244	3.86403
4.45147	4.07211
3.09549	4.85433
3.77405	3.33598
4.43597	3.98736
4.28843	4.52476
2.97068	4.41221
5.41363	3.71358
3.00731	2.99595
4.41357	5.00652
4.93745	2.88594
4.09238	3.70737
3.18993	4.68806
4.92808	5.26648
5.03832	2.58345
2.97619	4.95373
4.45358	3.66861
3.64071	3.91149
4.11996	5.24265
4.9837	3.97368
3.34642	2.67016
3.53957	4.97211
4.1458	1.70392
4.36685	4.20642
3.98827	4.53033
2.49364	3.97339
2.49354	5.56948
4.02053	4.61518
2.89219	4.19194
4.14354	4.61769
4.75329	4.72859
2.69546	3.05657
2.24411	2.75757
4.00758	4.96722
3.88015	2.98866
3.76563	4.56605
3.97924	3.4576
4.53396	3.51762
3.05311	4.98448
4.64814	3.97504
3.48254	4.37419
3.88694	2.70894
4.4951	1.99078
4.24355	5.08626
3.89093	3.0131
5.21845	5.25928
5.02005	4.15706
3.73747	4.58472
4.98483	3.36338
3.48995	3.02713
4.34071	4.45852
5.05848	4.12627
4.72123	3.67626
4.94265	3.75381
7.25735	6.43226
4.59429	3.81497
4.01999	4.88779
4.04635	4.67399
4.35253	2.45924
4.66032	5.46233
3.53403	3.76607
5.7085	4.33243
3.69228	2.92852
3.87487	4.40778
4.9063	3.99605
4.7602	5.6186
3.04404	3.587
5.8182	3.74088
2.54953	2.29233
5.73565	4.55508
3.9525	4.61068
4.32222	3.62719
2.44417	4.2957
5.35123	5.3309
4.89528	3.01583
3.4956	5.83503
2.99074	2.2643
3.78195	2.53241
4.56299	4.03475
3.20626	2.33209
4.08387	2.41891
3.28099	2.28976
3.82319	2.9522
4.72914	3.6576
4.6886	3.8431
4.95776	4.32674
4.96818	6.36018
4.0854	2.96901
4.05872	3.47327
3.88726	3.88993
5.31284	3.2227
4.45952	3.14884
2.59541	4.6068
2.48964	4.16498
5.28538	4.09595
2.2366	3.35406
3.92216	2.66277
4.7325	4.54784
4.05443	4.05805
2.61785	3.98927
4.25405	4.3193
3.38894	4.72347
4.82386	4.17234
5.91004	3.41918
5.13788	4.55364
4.733	4.4012
4.81409	2.07858
3.40173	3.59892
4.26061	4.96998
4.97705	2.49248
3.16903	4.63406
4.08753	2.6455
2.7784	5.09787
3.84598	2.7044
4.06309	5.41507
3.70059	3.84398
4.85419	4.40852
2.77817	3.14644
4.30242	5.50485
5.30479	5.24636
4.83987	2.96465
2.19186	4.12988
2.43368	2.81384
3.40815	4.7768
4.38083	4.13052
3.88145	3.54458
4.80813	3.80752
2.57453	5.14726
6.10961	2.96188
4.07702	4.12843
2.74199	3.15554
3.10545	4.31177
3.82103	4.2956
4.48554	3.49097
3.33905	3.98565
3.53533	1.93934
5.43509	3.30095
3.76192	5.25887
3.19786	6.47248
3.41697	1.81154
3.22688	5.59294
3.50159	3.64604
5.55684	3.08624
2.23427	3.41887
3.7548	2.35396
2.52485	3.64243
4.25869	5.9656
2.91309	4.04872
3.5768	3.99378
4.99282	4.41771
5.46943	3.92798
3.21234	5.71858
4.53956	4.37738
5.81357	3.15997
1.77315	1.84843
3.35305	1.70994
3.90585	3.48933
5.62131	5.73468
3.01844	4.13254
3.27823	3.63257
4.39051	5.50755
3.25113	3.43511
3.33748	4.53637
4.19949	4.12147
4.68038	4.49126
2.84603	3.81476
5.0755	3.76275
4.04293	4.02785
3.0492	4.23856
2.06302	3.58998
4.33942	2.44261
4.36963	4.18641
4.42545	2.01389
4.7231	4.0449
4.32044	4.50126
2.19232	2.83118
5.30025	3.38221
4.1243	4.59374
4.17216	4.03142
3.3927	2.0623
3.90714	3.93377
3.46003	5.47583
1.86177	3.56459
3.78648	4.539
3.95028	3.657
6.11715	4.72331
5.5494	6.27345
4.41126	3.44226
5.12177	3.27848
3.49059	3.59318
5.3791	3.68922
1.68621	3.30581
3.41428	4.75915
3.96987	3.85607
2.96705	4.09119
4.17542	3.9092
3.86184	6.36132
3.54687	5.18062
3.18056	3.92579
2.35998	3.62216
4.34538	2.90719
5.00652	5.60328
4.26374	3.93506
4.66168	4.74765
5.11753	4.5492
4.14468	3.46741
3.10024	3.73167
4.30827	3.38012
2.88827	2.13819
